City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Shizunai-furukawachō,42.3339,142.3669,56.68,89,12,6.29,JP,1655755292
Phang Nga,8.4509,98.5298,77.04,95,100,2.8,TH,1655755357
Mount Gambier,-37.8333,140.7667,44.62,92,19,4.7,AU,1655755210
Magadan,59.5667,150.8,44.78,93,100,2.04,RU,1655755358
Mossamedes,-15.1961,12.1522,61.88,72,0,11.21,AO,1655755358
Provincia di Verona,45.4167,11.0333,82.71,51,0,9.22,IT,1655755233
Pandan,14.0453,124.1694,79.47,85,24,3.76,PH,1655755358
Birin,26.8865,88.0718,62.19,96,100,1.07,NP,1655755358
Tabory,58.5198,64.5495,56.14,96,38,5.39,RU,1655755359
Moose Factory,51.2585,-80.6094,82.26,38,100,12.64,CA,1655755359
Van Buren,35.4368,-94.3483,93.36,45,0,5.75,US,1655755359
Pangnirtung,66.1451,-65.7125,43.27,72,10,1.9,CA,1655755360
Ixtapa,20.7,-105.2,87.22,70,99,5.99,MX,1655755224
Cockburn Town,21.4612,-71.1419,81.57,80,92,13.18,TC,1655755360
Karratha,-20.7377,116.8463,67.98,46,0,13.06,AU,1655755360
El Sauce,12.8869,-86.539,82.42,83,100,3.58,NI,1655755361
Belyy Yar,53.6039,91.3903,60.69,83,0,4.47,RU,1655755361
Westport,41.1415,-73.3579,80.74,35,31,7.0,US,1655755207
Sisimiut,66.9395,-53.6735,36.12,97,100,8.25,GL,1655755164
Ambikāpur,23.1167,83.2,76.69,79,38,1.9,IN,1655755361
Odienné,9.51,-7.5692,74.12,88,7,3.69,CI,1655755362
Najrān,17.4924,44.1277,83.7,32,100,6.58,SA,1655755362
Roald,62.5833,6.1333,65.16,82,75,17.27,NO,1655755362
Carutapera,-1.195,-46.02,79.97,84,4,7.16,BR,1655755363
Shihezi,44.3,86.0333,77.04,23,87,7.11,CN,1655755363
Iquitos,-3.7481,-73.2472,79.57,92,100,2.73,PE,1655755363
Wawa,9.9022,4.4192,77.31,80,99,12.08,NG,1655755364
Malakal,9.5334,31.6605,73.15,84,100,3.02,SS,1655755137
Marawi,7.9986,124.2928,68.56,94,100,3.15,PH,1655755364
Baie-Comeau,49.2168,-68.1489,53.28,66,0,10.36,CA,1655755141
Itoman,26.1247,127.6694,80.98,94,75,13.8,JP,1655755364
Touros,-5.1989,-35.4608,77.49,85,23,13.89,BR,1655755365
Mweka,-4.85,21.5667,70.09,83,67,2.01,CD,1655755365
Uzunovo,54.5386,38.6173,52.34,92,93,4.63,RU,1655755365
Ubari,26.5921,12.7805,90.99,13,0,9.6,LY,1655755225
Benghazi,32.1167,20.0667,76.55,63,0,16.84,LY,1655755366
Złotów,53.3635,17.0408,51.04,96,12,6.78,PL,1655755366
Sioux Lookout,50.1001,-91.917,96.66,33,0,13.42,CA,1655755366
Jalu,29.0331,21.5482,88.47,21,0,8.93,LY,1655755366
Pangai,-19.8,-174.35,79.38,84,94,11.74,TO,1655755367
Visnes,59.3556,5.2242,52.83,76,75,9.22,NO,1655755367
Urucará,-2.5364,-57.76,85.53,65,73,3.98,BR,1655755367
Batken,39.8333,71.0,48.72,72,100,4.43,KG,1655755368
Esmeralda,21.8525,-78.1169,84.94,69,100,11.61,CU,1655755368
Severodvinsk,64.5635,39.8302,50.11,85,99,10.8,RU,1655755100
Kobayashi,31.9833,130.9833,73.78,100,100,5.12,JP,1655755368
Puqi,29.7167,113.8833,76.03,93,98,2.48,CN,1655755369
Aksu,41.1231,80.2644,70.47,37,6,3.49,CN,1655755369
Singaparna,-7.3515,108.111,70.21,97,59,1.57,ID,1655755369
At-Bashi,41.1702,75.8106,53.92,66,100,2.73,KG,1655755369
Gallup,35.5281,-108.7426,81.36,15,0,11.5,US,1655755370
Moa,20.6569,-74.9403,84.87,62,100,10.07,CU,1655755370
Halifax,44.6453,-63.5724,62.53,75,75,12.66,CA,1655755195
Žagarė,56.3592,23.25,54.82,81,100,4.23,LT,1655755370
Saint-Médard-en-Jalles,44.8969,-0.7214,68.31,100,75,25.32,FR,1655755371
Philadelphia,39.9523,-75.1638,82.8,33,40,8.05,US,1655755369
Gondanglegi,-7.7479,112.0132,74.59,91,58,6.73,ID,1655755371
Mamontovo,52.7055,81.6244,60.19,80,0,6.13,RU,1655755371
Akdepe,42.0551,59.3788,78.85,31,68,5.88,TM,1655755372
Hualmay,-11.0964,-77.6139,66.72,70,39,14.18,PE,1655755372
Hofn,64.2539,-15.2082,45.25,72,100,13.38,IS,1655755372
Florianópolis,-27.6146,-48.5012,67.23,80,0,4.61,BR,1655755155
San Juan,-31.5375,-68.5364,61.65,21,3,11.54,AR,1655755170
Mayor Pablo Lagerenza,-19.9309,-60.7718,91.18,28,0,13.11,PY,1655755373
Tiarei,-17.5333,-149.3333,82.42,79,45,17.49,PF,1655755373
Portland,45.5234,-122.6762,69.62,58,48,4.0,US,1655755077
Port Lincoln,-34.7333,135.8667,53.65,75,47,8.28,AU,1655755373
Riyadh,24.6877,46.7219,96.94,6,5,6.35,SA,1655755369
Āsosa,10.0667,34.5333,60.62,96,100,2.04,ET,1655755374
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,71.64,45,25,5.59,AR,1655755198
Panjāb,34.388,67.0233,44.33,63,20,5.91,AF,1655755374
Talcahuano,-36.7167,-73.1167,53.28,94,100,8.05,CL,1655755374
Hengshui,37.7322,115.7011,88.72,39,100,8.03,CN,1655755375
Acarí,-15.4311,-74.6158,69.13,62,61,8.37,PE,1655755375
Bundaberg,-24.85,152.35,53.22,97,100,3.0,AU,1655755375
Maceió,-9.6658,-35.7353,80.04,73,75,10.36,BR,1655755376
Pathein,16.7833,94.7333,77.27,92,99,4.09,MM,1655755376
Aklavik,68.2191,-135.0107,51.21,46,100,3.96,CA,1655755145
Puerto Escondido,15.85,-97.0667,85.03,61,75,5.75,MX,1655755376
Amapá,1.0,-52.0,82.38,70,40,3.69,BR,1655755377
Mushie,-3.0167,16.9,79.92,60,100,4.32,CD,1655755377
Margate,51.3813,1.3862,58.69,73,11,1.99,GB,1655755190
Salalah,17.0151,54.0924,84.29,89,75,9.22,OM,1655755377
Riberalta,-10.9833,-66.1,88.72,43,33,1.63,BO,1655755378
Navoiy,40.0844,65.3792,71.08,26,88,0.0,UZ,1655755378
Hambantota,6.1241,81.1185,79.75,81,99,15.73,LK,1655755277
Kyzyl-Suu,42.3414,78.0056,54.77,59,18,6.71,KG,1655755378
Agadir,30.4202,-9.5982,72.05,76,0,6.62,MA,1655755379
Tacna,-18.0056,-70.2483,59.9,69,3,10.49,PE,1655755379
Itarema,-2.9248,-39.9167,80.19,79,75,12.19,BR,1655755255
Tura,25.5198,90.2201,72.34,98,99,6.96,IN,1655755315
Banjar,-8.19,114.9675,74.57,87,63,5.64,ID,1655755380
Balyqshy,47.0667,51.8667,77.0,53,0,15.66,KZ,1655755380
Świnoujście,53.9105,14.2471,54.18,74,73,15.82,PL,1655755311
Honningsvåg,70.9821,25.9704,53.35,58,0,6.91,NO,1655755380
Shenjiamen,29.9576,122.298,73.15,93,100,5.91,CN,1655755381
El Sauzal de Rodríguez,31.9,-116.6833,73.42,74,0,8.59,MX,1655755381
Dzhebariki-Khaya,62.2167,135.8,64.04,71,100,0.72,RU,1655755381
Pontianak,-0.0333,109.3333,75.18,100,100,3.44,ID,1655755382
Beaverlodge,55.2166,-119.4361,67.35,55,99,2.42,CA,1655755148
Vitim,59.4511,112.5578,48.34,95,100,10.18,RU,1655755382
Dalhousie,32.5333,75.9833,56.86,61,100,5.17,IN,1655755382
Bukachacha,52.9833,116.9167,53.64,86,100,9.17,RU,1655755383
Thurso,58.5927,-3.5259,57.45,95,100,8.5,GB,1655755383
Solnechnyy,50.7214,136.6319,56.44,86,56,2.37,RU,1655755383
Chapais,49.7834,-74.8492,74.71,23,88,1.9,CA,1655755347
Ruidoso,33.3317,-105.673,77.95,72,100,16.11,US,1655755384
Baharly,38.4362,57.4316,81.25,22,0,3.06,TM,1655755384
Kupang,-10.1667,123.5833,73.65,79,99,9.26,ID,1655755385
Tripoli,32.8752,13.1875,76.33,71,0,17.78,LY,1655755385
Port-Cartier,50.0334,-66.8654,58.75,60,63,11.45,CA,1655755385
Kaffrine,14.1059,-15.5508,86.45,55,98,5.3,SN,1655755386
Mankera,31.3866,71.4407,77.11,59,100,15.39,PK,1655755386
Tazovsky,67.4667,78.7,63.16,59,99,8.05,RU,1655755386
Batagay,67.6333,134.6333,42.37,60,0,3.31,RU,1655755386
Alta Floresta,-9.8756,-56.0861,92.34,25,18,3.53,BR,1655755387
Chapleau,47.8405,-83.4034,66.29,77,75,8.05,CA,1655755205
San Luis,-33.295,-66.3356,59.74,29,100,3.78,AR,1655755228
Luziânia,-16.2525,-47.9503,80.29,35,0,7.87,BR,1655755171
Broken Hill,-31.95,141.4333,50.67,71,16,8.72,AU,1655755387
Camacupa,-12.0167,17.4833,59.0,41,10,3.71,AO,1655755388
Chilakalūrupet,16.0833,80.1667,87.28,61,100,5.95,IN,1655755229
Tutóia,-2.7619,-42.2744,80.13,83,84,4.9,BR,1655755388
Teguise,29.0605,-13.564,70.02,68,40,16.11,ES,1655755388
Kovdor,67.5662,30.4758,46.89,79,100,2.28,RU,1655755388
Saravan,39.7196,45.6483,60.15,74,1,7.18,AM,1655755389
Tateyama,34.9833,139.8667,71.1,95,100,13.49,JP,1655755389
Gabaldon,15.4522,121.3387,76.42,90,100,2.66,PH,1655755389
Tiznit Province,29.5833,-9.5,70.2,66,1,4.5,MA,1655755390
Suicheng,33.8963,117.9331,74.89,78,95,6.71,CN,1655755390
Kahului,20.8947,-156.47,82.98,66,40,19.57,US,1655755390
Gweta,-20.1833,25.2333,63.99,34,3,12.62,BW,1655755391
São Miguel do Araguaia,-13.275,-50.1628,91.17,21,3,6.58,BR,1655755391
Mehamn,71.0357,27.8492,53.55,62,0,9.22,NO,1655755391
Cape Coast,5.1053,-1.2466,76.96,88,20,9.42,GH,1655755391
Nebbi,2.4783,31.0889,64.87,88,96,5.01,UG,1655755392
Whithorn,18.2604,-78.0378,84.45,62,100,5.3,JM,1655755392
The Valley,18.217,-63.0578,85.86,70,20,13.8,AI,1655755392
Manicoré,-5.8092,-61.3003,90.39,45,99,3.69,BR,1655755393
Viedma,-40.8135,-62.9967,48.2,49,100,13.15,AR,1655755393
Bismarck,46.8083,-100.7837,75.43,66,75,3.0,US,1655754842
Bandarbeyla,9.4942,50.8122,76.91,84,40,30.98,SO,1655755393
San Cristobal,7.7669,-72.225,78.98,95,100,4.45,VE,1655755121
Udachny,66.4167,112.4,50.63,52,20,2.17,RU,1655755394
Ojinaga,29.5667,-104.4167,98.56,36,40,8.05,MX,1655755394
Isakly,54.1333,51.5333,54.25,85,1,12.35,RU,1655755394
Saint-Pierre,-21.3393,55.4781,67.68,77,100,11.5,RE,1655755205
Davidson,36.1501,-86.7833,95.4,21,20,4.61,US,1655755394
Rodolfo Sánchez Taboada,31.7167,-116.5667,74.1,74,1,4.0,MX,1655755395
Ous,60.9058,61.5186,56.79,91,73,5.66,RU,1655755395
Eyl,7.9803,49.8164,77.99,81,22,26.31,SO,1655755395
Taksimo,56.3444,114.8794,56.28,90,100,1.92,RU,1655755396
Elizabeth City,36.2946,-76.2511,86.05,36,60,3.0,US,1655754853
Conde,-7.2597,-34.9075,78.26,83,40,11.5,BR,1655755396
Llanes,43.4198,-4.7549,60.98,88,97,0.78,ES,1655755396
San Miguel de Tucumán,-26.8241,-65.2226,69.8,37,0,3.44,AR,1655755397
Khani,41.9563,42.9566,62.17,96,17,3.09,GE,1655755397
Khanbari,27.3747,87.2039,71.33,88,95,1.19,NP,1655755397
Londrina,-23.3103,-51.1628,71.26,73,0,4.61,BR,1655755387
Rafrāf,37.1904,10.1837,79.11,66,0,17.74,TN,1655755398
Māgadi,12.9667,77.2333,75.45,87,100,10.76,IN,1655755398
San-Pédro,4.7485,-6.6363,76.15,90,100,7.2,CI,1655755398
Virú,-8.4167,-78.75,72.72,58,31,11.36,PE,1655755399
Ahvāz,31.3203,48.6693,98.55,14,0,2.3,IR,1655755214
Brae,60.3964,-1.353,51.69,98,100,15.03,GB,1655755399
Sakaiminato,35.55,133.2333,72.28,82,100,5.3,JP,1655755399
St. George's,12.0564,-61.7485,85.68,62,20,19.57,GD,1655755400
Boddam,57.4667,-1.7833,62.98,86,100,8.34,GB,1655755400
Davila,18.4726,120.5763,82.38,77,100,4.34,PH,1655755400
Aden,12.7794,45.0367,89.37,72,87,12.41,YE,1655755205
Asunción Nochixtlán,17.4667,-97.2333,68.63,51,100,12.35,MX,1655755401
